Campaign,Campaign Type,Campaign Status,Budget,Budget Type,Bid Strategy Type,Networks,Start Date,End Date,Ad Schedule,Language,Campaign Negative Keywords
US - JFK - Urgent Vietnam Visa,Search,Paused,50.00,Daily,Maximize Conversions,Search Network,2025-01-23,,Mon 09:00-17:30; Tue 09:00-17:30; Wed 09:00-17:30; Thu 09:00-17:30; Fri 09:00-17:30; Sat 09:00-17:30; Sun 09:00-17:30,English,"free;embassy;consulate;job;work visa;student;permanent;immigration;requirements;how to apply;pdf;sample;news"
